#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         662    -2.81855    -3.92948   0.0457856
         663    -2.80328    -3.92778    0.045748
         664     -2.7943    -3.92607    0.045711
         665    -2.83765    -3.92443   0.0456715
         666    -2.84802    -3.92282   0.0456315
         667     -2.7988    -3.92113   0.0455942
         668    -2.80144    -3.91946   0.0455568
         669    -2.80251    -3.91779   0.0455193
         670    -2.83848    -3.91617   0.0454798
         671    -2.84026    -3.91457   0.0454403
         672    -2.81867    -3.91294   0.0454019
         673    -2.86136    -3.91138   0.0453613
         674      -2.907    -3.90989   0.0453185
         675    -2.91294    -3.90841   0.0452754
         676    -2.91484    -3.90694   0.0452323
         677    -2.94028    -3.90551    0.045188
         678    -2.91393    -3.90405    0.045145
         679     -2.8555    -3.90251    0.045105
         680    -2.82973    -3.90093   0.0450662
         681    -2.79702    -3.89931   0.0450292
         682    -2.83041    -3.89774   0.0449904
         683    -2.71411    -3.89601   0.0449579
         684    -2.71774    -3.89429   0.0449252
         685    -2.82542    -3.89272   0.0448867
         686    -2.83471    -3.89118   0.0448477
         687     -2.8046     -3.8896   0.0448103
         688    -2.81827    -3.88804   0.0447723
         689    -2.83754    -3.88652   0.0447332
         690    -2.76857     -3.8849   0.0446977
         691    -2.65997    -3.88313   0.0446682
         692    -2.69311    -3.88141   0.0446367
         693    -2.68718    -3.87968   0.0446056
         694     -2.7813     -3.8781   0.0445694
         695    -2.80896    -3.87656   0.0445318
         696     -2.7944    -3.87501   0.0444949
         697    -2.73787    -3.87338    0.044461
         698    -2.75149    -3.87177   0.0444263
         699    -2.78043    -3.87021   0.0443902
         700     -2.8088    -3.86869   0.0443527
         701    -2.81661    -3.86719   0.0443148
         702    -2.86772    -3.86577   0.0442745
         703     -2.8147    -3.86427   0.0442368
         704    -2.81541    -3.86278    0.044199
         705    -2.87957    -3.86139   0.0441583
         706    -2.94242    -3.86009    0.044115
         707    -2.93382    -3.85877    0.044072
         708    -2.88249     -3.8574   0.0440313
         709    -2.85707    -3.85599   0.0439918
         710    -2.88524    -3.85462   0.0439511
         711    -2.92479    -3.85331   0.0439088
         712    -2.85605    -3.85191   0.0438694
         713    -2.88179    -3.85055    0.043829
         714    -2.86517    -3.84917   0.0437893
         715    -2.89385    -3.84783   0.0437485
         716    -2.74037    -3.84629   0.0437147
         717     -2.8187    -3.84485   0.0436772
         718    -2.81756    -3.84342   0.0436398
         719    -2.78695    -3.84195   0.0436038
         720    -2.78123    -3.84048   0.0435682
         721    -2.75252    -3.83897   0.0435339
         722    -2.73196    -3.83744   0.0435006
         723    -2.66196    -3.83581   0.0434708
         724    -2.65878    -3.83419   0.0434411
         725    -2.72466    -3.83266   0.0434081
         726    -2.72411    -3.83113   0.0433752
         727    -2.76207    -3.82966   0.0433404
         728     -2.6891    -3.82809   0.0433092
         729    -2.70818    -3.82655    0.043277
         730     -2.6431    -3.82493   0.0432481
         731    -2.59688    -3.82325   0.0432216
         732    -2.58779    -3.82157   0.0431955
         733    -2.53932    -3.81982   0.0431719
         734    -2.45857    -3.81796   0.0431529
         735    -2.48617    -3.81615   0.0431323
         736    -2.52176    -3.81439   0.0431095
         737    -2.54381    -3.81267   0.0430855
         738    -2.53758    -3.81094   0.0430617
         739    -2.46234    -3.80911   0.0430421
         740    -2.48638    -3.80733    0.043021
         741    -2.58757    -3.80568   0.0429944
         742    -2.52241    -3.80395   0.0429713
         743    -2.44316    -3.80212   0.0429524
         744    -2.39782    -3.80023   0.0429362
         745    -2.38215    -3.79833   0.0429207
         746    -2.35966     -3.7964   0.0429065
         747    -2.54771    -3.79473   0.0428816
         748    -2.56312    -3.79308   0.0428559
         749    -2.53252     -3.7914   0.0428317
         750     -2.4791    -3.78965   0.0428103
         751    -2.47741     -3.7879   0.0427889
         752    -2.43261     -3.7861     0.04277
         753    -2.36913    -3.78422   0.0427545
         754    -2.35267    -3.78232     0.04274
         755    -2.26721    -3.78031   0.0427305
         756    -2.35942    -3.77843   0.0427152
         757    -2.49329    -3.77674   0.0426925
         758     -2.4819    -3.77503   0.0426704
         759    -2.49037    -3.77334   0.0426477
         760    -2.46699    -3.77162   0.0426262
         761    -2.50332    -3.76995   0.0426028
         762    -2.54929    -3.76835    0.042577
         763       -2.49    -3.76667   0.0425541
         764    -2.52586    -3.76505   0.0425294
         765    -2.52633    -3.76343   0.0425046
         766    -2.50845    -3.76179   0.0424807
         767     -2.5797    -3.76025   0.0424533
         768     -2.5329    -3.75865   0.0424281
         769    -2.56351     -3.7571   0.0424013
         770    -2.62069    -3.75562    0.042372
         771    -2.57267    -3.75409   0.0423448
         772    -2.50498    -3.75247   0.0423208
         773     -2.5647    -3.75093   0.0422939
         774     -2.5783    -3.74942   0.0422664
         775    -2.53037    -3.74784   0.0422412
         776    -2.58613    -3.74635   0.0422132
         777    -2.54461     -3.7448   0.0421872
         778    -2.43124    -3.74311   0.0421668
         779    -2.45733    -3.74146   0.0421449
         780    -2.44853     -3.7398   0.0421235
         781    -2.42715    -3.73812   0.0421031
         782    -2.40354    -3.73642   0.0420838
         783    -2.35224    -3.73465   0.0420672
         784    -2.36403     -3.7329   0.0420498
         785    -2.33954    -3.73113   0.0420337
         786    -2.27129    -3.72927   0.0420212
         787    -2.17248    -3.72729   0.0420144
         788     -2.1815    -3.72533   0.0420068
         789    -2.19096    -3.72338   0.0419986
         790    -2.17263    -3.72142   0.0419913
         791    -2.19667    -3.71949   0.0419824
         792    -2.19702    -3.71757   0.0419734
         793      -2.205    -3.71566   0.0419638
         794    -2.26013    -3.71383   0.0419509
         795    -2.24457    -3.71198   0.0419389
         796     -2.2936     -3.7102    0.041924
         797     -2.2194    -3.70833   0.0419131
         798    -2.09515    -3.70631   0.0419093
         799    -2.07464    -3.70427   0.0419066
         800    -2.02404    -3.70217   0.0419068
         801    -2.07207    -3.70013   0.0419039
         802    -2.16116    -3.69821   0.0418955
         803    -2.27266    -3.69644    0.041881
         804    -2.19689    -3.69457   0.0418704
         805    -2.23144    -3.69275   0.0418578
         806    -2.22095    -3.69093   0.0418457
         807    -2.19559    -3.68908   0.0418348
         808    -2.23138    -3.68727   0.0418219
         809    -2.21184    -3.68545     0.04181
         810    -2.16366    -3.68357   0.0418006
         811    -2.15416    -3.68168   0.0417915
         812    -2.18193    -3.67984   0.0417809
         813    -2.19941    -3.67801   0.0417691
         814    -2.18924    -3.67619   0.0417578
         815    -2.18584    -3.67436   0.0417466
         816    -2.17699    -3.67252   0.0417358
         817    -2.21269    -3.67074   0.0417229
         818    -2.20782    -3.66895   0.0417102
         819    -2.12441    -3.66706   0.0417019
         820    -2.18885    -3.66526     0.04169
         821    -2.26707    -3.66356    0.041674
         822    -2.13996     -3.6617   0.0416645
         823    -2.13009    -3.65984   0.0416554
         824    -2.31719    -3.65821   0.0416367
         825    -2.29844    -3.65656   0.0416189
         826    -2.24935    -3.65486   0.0416033
         827    -2.27903     -3.6532   0.0415863
         828    -2.32199    -3.65159   0.0415671
         829    -2.25483     -3.6499   0.0415511
         830    -2.18847    -3.64814   0.0415383
         831    -2.11913     -3.6463   0.0415291
         832    -2.21055    -3.64458    0.041515
         833    -2.30288    -3.64297   0.0414964
         834     -2.3264    -3.64139   0.0414767
         835    -2.41605    -3.63992   0.0414529
         836    -2.29494    -3.63831   0.0414346
         837      -2.295    -3.63671   0.0414161
         838    -2.39869    -3.63523    0.041393
         839    -2.46683    -3.63384   0.0413671
         840    -2.32209    -3.63227   0.0413473
         841    -2.28847    -3.63068    0.041329
         842    -2.25909    -3.62905    0.041312
         843    -2.18156    -3.62733   0.0412987
         844    -2.03586    -3.62545   0.0412928
         845    -2.04245    -3.62357   0.0412864
         846    -2.06253    -3.62173   0.0412788
         847    -1.87713    -3.61967   0.0412814
         848     -1.9014    -3.61764   0.0412825
         849    -1.90984    -3.61563   0.0412828
         850    -1.96904    -3.61369   0.0412797
         851    -1.97068    -3.61176   0.0412763
         852    -1.97731    -3.60984   0.0412724
         853    -1.99145    -3.60795   0.0412676
         854    -2.06455    -3.60614   0.0412588
         855    -2.05665    -3.60433   0.0412504
         856    -2.00415    -3.60246   0.0412445
         857    -2.13203    -3.60074    0.041232
         858    -2.16177    -3.59906   0.0412181
         859    -2.06704    -3.59728   0.0412087
         860    -2.03703    -3.59547   0.0412007
         861    -2.02778    -3.59365    0.041193
         862    -2.11152    -3.59193   0.0411811
         863    -2.18252    -3.59029   0.0411658
         864    -2.18945    -3.58867     0.04115
         865    -2.26735    -3.58714   0.0411308
         866    -2.27172    -3.58562   0.0411113
         867    -2.25106    -3.58409   0.0410927
         868    -2.28828    -3.58259   0.0410725
         869    -2.33919    -3.58116   0.0410502
         870    -2.34788    -3.57974   0.0410274
         871    -2.30765    -3.57828   0.0410063
         872    -2.34693    -3.57687   0.0409836
         873    -2.35243    -3.57547   0.0409607
         874    -2.33408    -3.57405   0.0409384
         875    -2.29045    -3.57258   0.0409179
         876    -2.30603    -3.57114   0.0408967
         877    -2.28719    -3.56967   0.0408763
         878    -2.28914    -3.56821   0.0408557
         879    -2.30404    -3.56678   0.0408346
         880    -2.33827    -3.56538    0.040812
         881    -2.39862    -3.56405   0.0407872
         882    -2.36171    -3.56269   0.0407637
         883    -2.41593    -3.56139   0.0407382
         884    -2.37093    -3.56005   0.0407144
         885    -2.28384     -3.5586   0.0406939
         886    -2.29339    -3.55718    0.040673
         887    -2.24919     -3.5557   0.0406539
         888    -2.26147    -3.55424   0.0406342
         889    -2.28306    -3.55281   0.0406137
         890     -2.2203    -3.55132   0.0405956
         891     -2.2533    -3.54986   0.0405762
         892    -2.26043    -3.54841   0.0405565
         893    -2.20681    -3.54691   0.0405389
         894    -2.23688    -3.54545     0.04052
         895    -2.23774    -3.54399    0.040501
         896    -2.22948    -3.54252   0.0404824
         897    -2.28827    -3.54112   0.0404614
         898    -2.27932    -3.53972   0.0404408
         899    -2.27482    -3.53831   0.0404202
         900    -2.23233    -3.53686   0.0404014
         901    -2.25152    -3.53543   0.0403817
         902     -2.2542    -3.53401   0.0403619
         903    -2.20167    -3.53253   0.0403442
         904    -2.26354    -3.53113    0.040324
         905    -2.24133    -3.52971   0.0403046
         906     -2.2731    -3.52832   0.0402839
         907    -2.32925      -3.527   0.0402612
         908    -2.34401    -3.52569    0.040238
         909    -2.27309    -3.52432   0.0402173
         910    -2.30244    -3.52297   0.0401955
         911    -2.34537    -3.52168   0.0401721
         912    -2.29927    -3.52034   0.0401505
         913    -2.27368    -3.51897   0.0401297
         914     -2.1374    -3.51746   0.0401142
         915    -2.08958     -3.5159   0.0401007
         916    -2.11683    -3.51438    0.040086
         917    -2.19079    -3.51293   0.0400683
         918    -2.24838    -3.51155   0.0400483
         919    -2.30398    -3.51024   0.0400263
